station,date,PM 2.5,PM 10,TSP,,,,,,,,,,,,,,,
Ratnapark,7/21/2021,13.75,22.9,58.6,,,,,,,,,,,,,,,
Ratnapark,7/22/2021,15.90,24.3,53.9,,,,,,,,,,,,,,,
Ratnapark,7/23/2021,11.85,25.3,78.1,,,,,,,,,,,,,,,
Ratnapark,7/24/2021,11.19,28.9,126.8,,,,,,,,,,,,,,,
Ratnapark,7/25/2021,10.89,20.2,67.7,,,,,,,,,,,,,,,
Ratnapark,7/30/2021,9.60,20.7,62.4,,,,,,,,,,,,,,,
Ratnapark,7/31/2021,9.34,22.1,85,,,,,,,,,,,,,,,
Ratnapark,8/1/2021,11.88,32.5,111.4,,,,,,,,,,,,,,,
Ratnapark,8/2/2021,10.34,24.7,93.1,,,,,,,,,,,,,,,
Ratnapark,8/3/2021,11.02,25.2,88.9,,,,,,,,,,,,,,,
Ratnapark,8/4/2021,14.63,21.8,37.3,,,,,,,,,,,,,,,
Ratnapark,8/5/2021,19.74,43.5,130.8,,,,,,,,,,,,,,,
Ratnapark,8/6/2021,22.17,49.6,143.9,,,,,,,,,,,,,,,
Ratnapark,8/7/2021,18.79,35.7,90.2,,,,,,,,,,,,,,,
Ratnapark,8/8/2021,14.48,28.2,104.2,,,,,,,,,,,,,,,
Ratnapark,8/9/2021,12.23,28.5,98.9,,,,,,,,,,,,,,,
Ratnapark,8/10/2021,16.08,37.9,104.8,,,,,,,,,,,,,,,
Ratnapark,8/11/2021,21.07,59.3,147,,,,,,,,,,,,,,,
Ratnapark,8/12/2021,17.39,31,78.3,,,,,,,,,,,,,,,
Ratnapark,8/13/2021,16.75,38.3,148,,,,,,,,,,,,,,,
Ratnapark,8/14/2021,13.05,22.9,53.8,,,,,,,,,,,,,,,
Ratnapark,8/15/2021,10.29,19.3,43.6,,,,,,,,,,,,,,,
Ratnapark,8/16/2021,16.38,34.2,91.1,,,,,,,,,,,,,,,
Ratnapark,8/17/2021,30.17,53.3,127.5,,,,,,,,,,,,,,,
Ratnapark,8/18/2021,16.52,28,65.9,,,,,,,,,,,,,,,
Ratnapark,8/19/2021,11.61,28.3,80.4,,,,,,,,,,,,,,,
Ratnapark,8/20/2021,13.68,32,99,,,,,,,,,,,,,,,
Ratnapark,8/21/2021,14.06,35.7,88.1,,,,,,,,,,,,,,,
Ratnapark,8/22/2021,11.69,21.1,53.2,,,,,,,,,,,,,,,
Ratnapark,8/23/2021,16.64,21.5,30.2,,,,,,,,,,,,,,,
Ratnapark,8/24/2021,18.44,27.1,45.2,,,,,,,,,,,,,,,
Ratnapark,8/25/2021,14.28,24.5,52.3,,,,,,,,,,,,,,,
Ratnapark,8/26/2021,11.63,25.6,66.5,,,,,,,,,,,,,,,
Ratnapark,8/27/2021,20.95,28.4,42.2,,,,,,,,,,,,,,,
Ratnapark,8/28/2021,17.43,23.2,37.9,,,,,,,,,,,,,,,
Ratnapark,8/29/2021,10.97,11.4,11.5,,,,,,,,,,,,,,,
Ratnapark,8/30/2021,14.86,20.5,36,,,,,,,,,,,,,,,
Ratnapark,8/31/2021,11.64,20.1,50.2,,,,,,,,,,,,,,,
Ratnapark,9/1/2021,10.03,19.6,54.1,,,,,,,,,,,,,,,
Ratnapark,9/2/2021,14.10,24.7,57.2,,,,,,,,,,,,,,,
Ratnapark,9/3/2021,16.50,24.1,49.6,,,,,,,,,,,,,,,
Ratnapark,9/4/2021,14.77,27.8,80.3,,,,,,,,,,,,,,,
Ratnapark,9/5/2021,16.68,33.1,91.9,,,,,,,,,,,,,,,
Ratnapark,9/6/2021,11.81,20.5,50.2,,,,,,,,,,,,,,,
Ratnapark,9/7/2021,12.70,21.9,57.8,,,,,,,,,,,,,,,
Ratnapark,9/8/2021,15.06,30.7,92,,,,,,,,,,,,,,,
Ratnapark,9/9/2021,16.35,23.7,39.6,,,,,,,,,,,,,,,
Ratnapark,9/10/2021,19.25,37.6,103.3,,,,,,,,,,,,,,,
Ratnapark,9/11/2021,16.03,32.1,85.4,,,,,,,,,,,,,,,
Ratnapark,9/12/2021,17.39,40,105.5,,,,,,,,,,,,,,,
Ratnapark,9/13/2021,18.88,39.2,108.7,,,,,,,,,,,,,,,
Ratnapark,9/14/2021,20.32,47.8,135.6,,,,,,,,,,,,,,,
Ratnapark,9/15/2021,16.98,33.7,82.4,,,,,,,,,,,,,,,
Ratnapark,9/16/2021,22.63,40.5,87.7,,,,,,,,,,,,,,,
Ratnapark,9/17/2021,21.58,27.6,39.5,,,,,,,,,,,,,,,
Ratnapark,9/18/2021,18.50,35.1,94.7,,,,,,,,,,,,,,,
Ratnapark,9/19/2021,18.03,39,106.6,,,,,,,,,,,,,,,
Ratnapark,9/20/2021,16.40,29.8,70.7,,,,,,,,,,,,,,,
Ratnapark,9/21/2021,11.92,23.2,64.7,,,,,,,,,,,,,,,
Ratnapark,9/22/2021,15.67,26.6,74.3,,,,,,,,,,,,,,,
Ratnapark,9/23/2021,16.40,28.7,81.5,,,,,,,,,,,,,,,
Ratnapark,9/24/2021,15.52,33.5,93.7,,,,,,,,,,,,,,,
Ratnapark,9/25/2021,17.86,33.2,86.1,,,,,,,,,,,,,,,
Ratnapark,9/26/2021,26.28,43.7,95.1,,,,,,,,,,,,,,,
Ratnapark,9/27/2021,21.12,45.9,123,,,,,,,,,,,,,,,
Ratnapark,9/28/2021,20.30,31.6,68.3,,,,,,,,,,,,,,,
Ratnapark,9/29/2021,18.39,31,73,,,,,,,,,,,,,,,
Ratnapark,9/30/2021,18.91,34.6,80.2,,,,,,,,,,,,,,,
Ratnapark,10/1/2021,20.33,37.9,87.4,,,,,,,,,,,,,,,
Ratnapark,10/2/2021,14.15,30.5,86,,,,,,,,,,,,,,,
Ratnapark,10/4/2021,18.19,32.6,78.8,,,,,,,,,,,,,,,
Ratnapark,11/20/2021,62.49,122.2,245.9,,,,,,,,,,,,,,,
Ratnapark,11/21/2021,54.20,104.6,228.8,,,,,,,,,,,,,,,
Ratnapark,11/22/2021,46.38,84,179.9,,,,,,,,,,,,,,,
Ratnapark,11/23/2021,66.23,101.2,175.9,,,,,,,,,,,,,,,
Ratnapark,11/24/2021,77.35,109.9,194.1,,,,,,,,,,,,,,,
Ratnapark,11/25/2021,71.23,97.1,172.4,,,,,,,,,,,,,,,
Ratnapark,11/26/2021,67.08,91.5,152.3,,,,,,,,,,,,,,,
Ratnapark,11/27/2021,69.33,100.3,189.9,,,,,,,,,,,,,,,
Ratnapark,11/28/2021,58.27,87.1,175.2,,,,,,,,,,,,,,,
Ratnapark,11/29/2021,56.94,93.9,175.4,,,,,,,,,,,,,,,
Ratnapark,11/30/2021,50.07,82.8,169.1,,,,,,,,,,,,,,,
Ratnapark,12/1/2021,69.14,118.3,222.7,,,,,,,,,,,,,,,
Ratnapark,12/2/2021,71.90,129.8,240.4,,,,,,,,,,,,,,,
Ratnapark,12/3/2021,57.06,85.1,145.8,,,,,,,,,,,,,,,
Ratnapark,12/4/2021,55.33,77.8,144.5,,,,,,,,,,,,,,,
Ratnapark,12/5/2021,39.39,70.3,144.4,,,,,,,,,,,,,,,
Ratnapark,12/6/2021,47.95,74.7,136.3,,,,,,,,,,,,,,,
Ratnapark,12/7/2021,47.54,79.1,169.6,,,,,,,,,,,,,,,
Ratnapark,12/8/2021,48.08,81.4,169.8,,,,,,,,,,,,,,,
Ratnapark,12/9/2021,44.35,78.8,173.9,,,,,,,,,,,,,,,
Ratnapark,12/10/2021,52.96,95.6,191.3,,,,,,,,,,,,,,,
Ratnapark,12/11/2021,60.30,100.7,204.3,,,,,,,,,,,,,,,
Ratnapark,12/12/2021,66.78,105.4,197.2,,,,,,,,,,,,,,,
Ratnapark,12/13/2021,83.66,118.5,206,,,,,,,,,,,,,,,
Ratnapark,12/14/2021,93.27,119.2,192,,,,,,,,,,,,,,,
Ratnapark,12/15/2021,116.93,155.8,244.5,,,,,,,,,,,,,,,
Ratnapark,12/17/2021,51.21,74.4,159.7,,,,,,,,,,,,,,,
Ratnapark,12/18/2021,43.85,60.1,113.4,,,,,,,,,,,,,,,
Ratnapark,12/19/2021,29.74,43.8,86.7,,,,,,,,,,,,,,,
Ratnapark,12/20/2021,35.33,46.7,88,,,,,,,,,,,,,,,
Ratnapark,12/21/2021,57.88,88.1,172,,,,,,,,,,,,,,,
Ratnapark,12/22/2021,54.78,83.5,144.8,,,,,,,,,,,,,,,
Ratnapark,12/23/2021,56.88,85.7,156.5,,,,,,,,,,,,,,,
Ratnapark,12/24/2021,56.45,71.4,100,,,,,,,,,,,,,,,
Ratnapark,12/25/2021,49.21,60.4,89,,,,,,,,,,,,,,,
Ratnapark,12/26/2021,46.55,60.9,89.1,,,,,,,,,,,,,,,
Ratnapark,12/27/2021,44.45,69.1,132.7,,,,,,,,,,,,,,,
Ratnapark,12/29/2021,28.21,28.7,29.1,,,,,,,,,,,,,,,
Ratnapark,12/30/2021,53.04,63.5,88.1,,,,,,,,,,,,,,,
Ratnapark,12/31/2021,58.54,71.3,111,,,,,,,,,,,,,,,
TU,2/10/2021,115.2,180.2,371.4,,,,,,,,,,,,,,,
TU,2/11/2021,108.5,165.6,275.7,,,,,,,,,,,,,,,
TU,2/12/2021,105.6,161.2,271.4,,,,,,,,,,,,,,,
TU,2/13/2021,115.7,181.6,275.3,,,,,,,,,,,,,,,
TU,2/14/2021,115.2,163.5,221.5,,,,,,,,,,,,,,,
TU,2/15/2021,132.4,188.8,296,,,,,,,,,,,,,,,
TU,2/16/2021,90,132.2,226.5,,,,,,,,,,,,,,,
TU,2/17/2021,86.2,126,210.7,,,,,,,,,,,,,,,
TU,2/18/2021,127.2,174.6,257.7,,,,,,,,,,,,,,,
TU,2/19/2021,108.9,152.1,250.9,,,,,,,,,,,,,,,
TU,2/20/2021,104.2,151.5,250.1,,,,,,,,,,,,,,,
TU,2/21/2021,68.6,116.9,222.1,,,,,,,,,,,,,,,
TU,2/22/2021,78.2,122.8,212.2,,,,,,,,,,,,,,,
TU,2/23/2021,83.1,122.5,212.5,,,,,,,,,,,,,,,
TU,2/24/2021,84.2,118.8,210.2,,,,,,,,,,,,,,,
TU,2/25/2021,94,127.7,194.1,,,,,,,,,,,,,,,
TU,2/26/2021,98.2,147.5,247.8,,,,,,,,,,,,,,,
TU,3/4/2021,101.9,186.8,,,,,,,,,,,,,,,,
TU,3/5/2021,83.8,139.4,272,,,,,,,,,,,,,,,
TU,3/6/2021,68.2,109.5,184.9,,,,,,,,,,,,,,,
TU,3/7/2021,87,134.6,217.7,,,,,,,,,,,,,,,
TU,3/8/2021,79.2,129.5,237.3,,,,,,,,,,,,,,,
TU,3/9/2021,60.4,122.8,267.5,,,,,,,,,,,,,,,
TU,3/10/2021,55.1,105.1,226.9,,,,,,,,,,,,,,,
TU,3/11/2021,53.4,98.5,194.9,,,,,,,,,,,,,,,
TU,3/12/2021,62.3,112.3,218.1,,,,,,,,,,,,,,,
TU,3/13/2021,53.7,93.1,175.7,,,,,,,,,,,,,,,
TU,3/14/2021,58.3,86.2,142.5,,,,,,,,,,,,,,,
TU,3/15/2021,71.9,118.2,195.6,,,,,,,,,,,,,,,
TU,3/16/2021,85.5,143.5,245.5,,,,,,,,,,,,,,,
TU,3/17/2021,105.5,189.3,293.3,,,,,,,,,,,,,,,
TU,3/18/2021,135.4,236.3,344.2,,,,,,,,,,,,,,,
TU,3/19/2021,110.4,189.3,328,,,,,,,,,,,,,,,
TU,3/20/2021,91.3,183.2,376.5,,,,,,,,,,,,,,,
TU,3/21/2021,87.5,162.9,295.9,,,,,,,,,,,,,,,
TU,3/22/2021,107.4,181.6,309.9,,,,,,,,,,,,,,,
TU,3/23/2021,122.2,204.5,351.8,,,,,,,,,,,,,,,
TU,3/24/2021,93.1,165.4,341.3,,,,,,,,,,,,,,,
TU,3/25/2021,94.1,164.4,357.8,,,,,,,,,,,,,,,
TU,3/26/2021,166.6,234.6,395.8,,,,,,,,,,,,,,,
TU,3/27/2021,210.8,253.3,365.6,,,,,,,,,,,,,,,
TU,3/28/2021,189.2,224.4,302.3,,,,,,,,,,,,,,,
TU,3/29/2021,179.1,203,292.4,,,,,,,,,,,,,,,
TU,3/30/2021,125.4,145.3,224.4,,,,,,,,,,,,,,,
TU,3/31/2021,107.8,136.7,289.2,,,,,,,,,,,,,,,
TU,4/1/2021,54.8,95.8,237.8,,,,,,,,,,,,,,,
TU,4/2/2021,68.1,139.7,279.4,,,,,,,,,,,,,,,
TU,4/3/2021,94.8,183.1,328.8,,,,,,,,,,,,,,,
TU,4/4/2021,129.2,207.3,336.4,,,,,,,,,,,,,,,
TU,4/5/2021,166.8,267.5,435.4,,,,,,,,,,,,,,,
TU,4/6/2021,169.6,288.1,434.4,,,,,,,,,,,,,,,
TU,4/7/2021,144.2,228.1,396.7,,,,,,,,,,,,,,,
TU,4/8/2021,83.7,153.1,364.7,,,,,,,,,,,,,,,
TU,4/9/2021,51.5,115.9,281.3,,,,,,,,,,,,,,,
TU,4/10/2021,41.7,80.2,163,,,,,,,,,,,,,,,
TU,4/11/2021,71.5,127.6,249.6,,,,,,,,,,,,,,,
TU,4/12/2021,107.4,176.9,336.3,,,,,,,,,,,,,,,
TU,4/13/2021,99.7,165.6,308.4,,,,,,,,,,,,,,,
TU,4/14/2021,100.6,165.1,306.9,,,,,,,,,,,,,,,
TU,4/15/2021,80.8,137.7,330.3,,,,,,,,,,,,,,,
TU,4/17/2021,42,72.3,148.2,,,,,,,,,,,,,,,
TU,4/22/2021,27.7,46.6,93.1,,,,,,,,,,,,,,,
TU,4/23/2021,23.3,56.1,131.9,,,,,,,,,,,,,,,
TU,4/24/2021,36.4,90.3,216.3,,,,,,,,,,,,,,,
TU,4/25/2021,40.4,92.5,186.9,,,,,,,,,,,,,,,
TU,4/26/2021,45.7,92.5,169.1,,,,,,,,,,,,,,,
TU,4/27/2021,56.9,121,207.6,,,,,,,,,,,,,,,
TU,4/28/2021,63.5,137.3,247.6,,,,,,,,,,,,,,,
TU,4/29/2021,54.8,87.9,129.5,,,,,,,,,,,,,,,
TU,4/30/2021,35.1,53.2,110.9,,,,,,,,,,,,,,,
TU,5/1/2021,38.5,54.3,75.6,,,,,,,,,,,,,,,
TU,5/2/2021,39,52,58.4,,,,,,,,,,,,,,,
TU,5/3/2021,44,65.7,99.4,,,,,,,,,,,,,,,
TU,5/4/2021,38.8,54.6,75.4,,,,,,,,,,,,,,,
TU,5/5/2021,23.9,39.9,63.5,,,,,,,,,,,,,,,
TU,5/6/2021,30.2,46.6,68.2,,,,,,,,,,,,,,,
TU,5/7/2021,35.8,51.9,67.2,,,,,,,,,,,,,,,
TU,5/8/2021,27.1,50.5,103.8,,,,,,,,,,,,,,,
TU,5/9/2021,27.1,48.9,92.9,,,,,,,,,,,,,,,
TU,5/10/2021,30.6,45.5,66.8,,,,,,,,,,,,,,,
TU,5/11/2021,33.7,46.5,59.2,,,,,,,,,,,,,,,
TU,5/12/2021,26.5,41.4,54.6,,,,,,,,,,,,,,,
TU,5/13/2021,22.9,38.8,54.5,,,,,,,,,,,,,,,
TU,5/14/2021,21.6,35.3,70.3,,,,,,,,,,,,,,,
TU,5/15/2021,21.3,38.6,71.2,,,,,,,,,,,,,,,
TU,5/16/2021,22.4,47.9,107.1,,,,,,,,,,,,,,,
TU,5/17/2021,28.7,54.5,100,,,,,,,,,,,,,,,
TU,5/18/2021,34.4,57.6,86.5,,,,,,,,,,,,,,,
TU,5/19/2021,38.6,54.9,67.8,,,,,,,,,,,,,,,
TU,5/20/2021,22.8,29.5,37.4,,,,,,,,,,,,,,,
TU,5/21/2021,12.7,25.5,50.9,,,,,,,,,,,,,,,
TU,5/22/2021,17.2,31.6,55.2,,,,,,,,,,,,,,,
TU,5/23/2021,16.7,38.2,76.5,,,,,,,,,,,,,,,
TU,5/24/2021,18.6,39.1,78.7,,,,,,,,,,,,,,,
TU,5/25/2021,19.6,37.3,65.1,,,,,,,,,,,,,,,
TU,5/26/2021,8.4,11.5,15.1,,,,,,,,,,,,,,,
TU,5/27/2021,9.4,12.6,15.9,,,,,,,,,,,,,,,
TU,5/28/2021,7.3,9.5,11.6,,,,,,,,,,,,,,,
TU,5/29/2021,12.2,24.8,37.4,,,,,,,,,,,,,,,
TU,5/30/2021,20,56.3,80.6,,,,,,,,,,,,,,,
TU,5/31/2021,18.9,42,69.3,,,,,,,,,,,,,,,
TU,6/1/2021,19.3,42.4,68.6,,,,,,,,,,,,,,,
TU,6/2/2021,20.3,47.5,88.5,,,,,,,,,,,,,,,
TU,6/3/2021,17.7,51.1,87.1,,,,,,,,,,,,,,,
TU,6/4/2021,22.9,48,94.1,,,,,,,,,,,,,,,
TU,6/5/2021,27.5,61.1,109.4,,,,,,,,,,,,,,,
TU,6/6/2021,23.3,49.7,87.4,,,,,,,,,,,,,,,
TU,6/7/2021,25.8,57.8,124.3,,,,,,,,,,,,,,,
TU,6/8/2021,31.2,64.1,103.7,,,,,,,,,,,,,,,
TU,6/9/2021,25.8,53.6,91.3,,,,,,,,,,,,,,,
TU,6/10/2021,20.9,38.2,57.4,,,,,,,,,,,,,,,
TU,6/11/2021,17.2,40.4,60.1,,,,,,,,,,,,,,,
TU,6/12/2021,9.1,18,30.5,,,,,,,,,,,,,,,
TU,6/13/2021,13.7,19.4,30.6,,,,,,,,,,,,,,,
TU,6/14/2021,10.8,19.6,31.5,,,,,,,,,,,,,,,
TU,6/15/2021,8.3,10.8,14.1,,,,,,,,,,,,,,,
TU,6/16/2021,9.3,12.6,17.8,,,,,,,,,,,,,,,
TU,6/17/2021,8.4,19,28,,,,,,,,,,,,,,,
TU,6/18/2021,6.9,21.7,35.1,,,,,,,,,,,,,,,
TU,6/19/2021,5.3,13.9,24.7,,,,,,,,,,,,,,,
TU,6/20/2021,7,11.4,19,,,,,,,,,,,,,,,
TU,6/21/2021,7.3,31.7,59.6,,,,,,,,,,,,,,,
TU,6/22/2021,10,38.6,66.6,,,,,,,,,,,,,,,
TU,6/23/2021,12.8,24.7,41.1,,,,,,,,,,,,,,,
TU,6/24/2021,15.2,28.8,65.5,,,,,,,,,,,,,,,
TU,6/25/2021,18,25.9,38,,,,,,,,,,,,,,,
TU,6/26/2021,15.7,22.4,30.1,,,,,,,,,,,,,,,
TU,6/27/2021,16.4,26.2,46.8,,,,,,,,,,,,,,,
TU,6/28/2021,17.5,29.2,58.3,,,,,,,,,,,,,,,
TU,6/29/2021,18.8,29,52.8,,,,,,,,,,,,,,,
TU,6/30/2021,26.8,38.9,51.6,,,,,,,,,,,,,,,
TU,7/1/2021,31.3,40.7,43.3,,,,,,,,,,,,,,,
TU,7/2/2021,16.5,21.6,25.1,,,,,,,,,,,,,,,
TU,7/3/2021,14.4,20.8,32.8,,,,,,,,,,,,,,,
TU,7/4/2021,19,31.7,55.7,,,,,,,,,,,,,,,
TU,7/5/2021,16.5,28.4,58.5,,,,,,,,,,,,,,,
TU,7/6/2021,20,33.1,62.5,,,,,,,,,,,,,,,
TU,7/7/2021,23.4,40.7,67.9,,,,,,,,,,,,,,,
TU,7/8/2021,12.8,17.7,22.5,,,,,,,,,,,,,,,
TU,7/9/2021,10.3,16,32.6,,,,,,,,,,,,,,,
TU,7/10/2021,12.9,21.4,44.2,,,,,,,,,,,,,,,
TU,7/11/2021,10.6,14.1,19.2,,,,,,,,,,,,,,,
TU,7/12/2021,11.6,20.5,54.8,,,,,,,,,,,,,,,
TU,7/13/2021,10.6,19.1,41.2,,,,,,,,,,,,,,,
TU,7/14/2021,12.6,19.5,35.8,,,,,,,,,,,,,,,
TU,7/15/2021,15.1,23.1,38.9,,,,,,,,,,,,,,,
TU,7/16/2021,18.7,26.8,37.2,,,,,,,,,,,,,,,
TU,7/17/2021,16,24,38,,,,,,,,,,,,,,,
TU,7/18/2021,12,18.9,33.4,,,,,,,,,,,,,,,
TU,7/19/2021,14.8,22.5,39.2,,,,,,,,,,,,,,,
TU,7/20/2021,14.3,22.1,41.2,,,,,,,,,,,,,,,
TU,7/21/2021,10.3,15.6,25.8,,,,,,,,,,,,,,,
TU,7/22/2021,12.8,21.8,45.4,,,,,,,,,,,,,,,
TU,7/23/2021,9.9,17.9,44.3,,,,,,,,,,,,,,,
TU,7/24/2021,9.3,18.1,49.1,,,,,,,,,,,,,,,
TU,7/25/2021,9,14.8,37,,,,,,,,,,,,,,,
TU,7/26/2021,14.4,20.5,28.8,,,,,,,,,,,,,,,
TU,7/27/2021,14.3,24.1,47.9,,,,,,,,,,,,,,,
TU,7/28/2021,7.4,13.6,31.4,,,,,,,,,,,,,,,
TU,7/29/2021,8.1,17.7,48.9,,,,,,,,,,,,,,,
TU,7/30/2021,7.5,14.5,40.4,,,,,,,,,,,,,,,
TU,7/31/2021,5.1,10.1,25.2,,,,,,,,,,,,,,,
TU,8/1/2021,9.6,17.1,43.6,,,,,,,,,,,,,,,
TU,8/2/2021,8.4,15.3,30.7,,,,,,,,,,,,,,,
TU,8/3/2021,9.4,17,34.7,,,,,,,,,,,,,,,
TU,8/4/2021,10.2,14.3,19.7,,,,,,,,,,,,,,,
TU,8/6/2021,17,36.2,81.8,,,,,,,,,,,,,,,
TU,8/7/2021,16.9,20.7,23.6,,,,,,,,,,,,,,,
TU,8/8/2021,10.5,14,18.6,,,,,,,,,,,,,,,
TU,8/9/2021,12.9,14.8,15.6,,,,,,,,,,,,,,,
TU,8/10/2021,9.8,14.3,19.7,,,,,,,,,,,,,,,
TU,8/11/2021,11.2,14.1,18.4,,,,,,,,,,,,,,,
TU,8/12/2021,12.6,16,20.7,,,,,,,,,,,,,,,
TU,8/13/2021,12.2,14.9,21.3,,,,,,,,,,,,,,,
TU,8/14/2021,12.7,15.7,21.5,,,,,,,,,,,,,,,
TU,8/15/2021,8.5,10.5,14.6,,,,,,,,,,,,,,,
TU,8/16/2021,13.8,17.1,22.7,,,,,,,,,,,,,,,
TU,8/17/2021,14.8,18,22.3,,,,,,,,,,,,,,,
TU,8/18/2021,12.6,14.4,17.2,,,,,,,,,,,,,,,
TU,8/19/2021,5.9,9.3,20.5,,,,,,,,,,,,,,,
TU,8/20/2021,9.7,12.9,21.7,,,,,,,,,,,,,,,
TU,8/21/2021,10.4,13.4,19.4,,,,,,,,,,,,,,,
TU,8/22/2021,12.3,17,25,,,,,,,,,,,,,,,
TU,8/23/2021,30.8,32,32.3,,,,,,,,,,,,,,,
TU,8/24/2021,32.5,37.3,43.3,,,,,,,,,,,,,,,
TU,8/25/2021,12.2,14.5,18,,,,,,,,,,,,,,,
TU,8/26/2021,7.1,8.2,9,,,,,,,,,,,,,,,
TU,8/27/2021,15.6,19.3,21.4,,,,,,,,,,,,,,,
TU,8/28/2021,13.6,16.1,18.9,,,,,,,,,,,,,,,
TU,8/29/2021,9.7,10.4,10.5,,,,,,,,,,,,,,,
TU,8/30/2021,13,15.6,23.7,,,,,,,,,,,,,,,
TU,8/31/2021,9.7,13.1,27,,,,,,,,,,,,,,,
TU,9/1/2021,13.1,18.2,33.9,,,,,,,,,,,,,,,
TU,9/2/2021,15.5,22.1,33.7,,,,,,,,,,,,,,,
TU,9/3/2021,15.5,17.9,23.4,,,,,,,,,,,,,,,
TU,9/4/2021,11.9,19.2,36.3,,,,,,,,,,,,,,,
TU,9/5/2021,13.3,23.1,38,,,,,,,,,,,,,,,
TU,9/6/2021,9.6,14.9,30.5,,,,,,,,,,,,,,,
TU,9/7/2021,11.4,17.9,30.4,,,,,,,,,,,,,,,
TU,9/8/2021,8.6,16.5,35.2,,,,,,,,,,,,,,,
TU,9/9/2021,12.8,19.3,29.9,,,,,,,,,,,,,,,
TU,9/10/2021,15.3,26.9,50.4,,,,,,,,,,,,,,,
TU,9/11/2021,14.4,30.7,56.8,,,,,,,,,,,,,,,
TU,9/12/2021,12.6,27.6,55.7,,,,,,,,,,,,,,,
TU,9/13/2021,13.4,22.5,43.6,,,,,,,,,,,,,,,
TU,9/14/2021,17.6,28.4,55.2,,,,,,,,,,,,,,,
TU,9/15/2021,11.3,16.2,26.6,,,,,,,,,,,,,,,
TU,9/16/2021,15.7,22.5,33.1,,,,,,,,,,,,,,,
TU,9/17/2021,17.1,21.8,24.4,,,,,,,,,,,,,,,
TU,9/18/2021,15.6,26.7,57.8,,,,,,,,,,,,,,,
TU,9/19/2021,17.6,29.8,74.3,,,,,,,,,,,,,,,
TU,9/20/2021,15.2,22.8,46.9,,,,,,,,,,,,,,,
TU,9/21/2021,13.2,19.1,37.8,,,,,,,,,,,,,,,
TU,9/22/2021,16.3,24.2,40.8,,,,,,,,,,,,,,,
TU,9/23/2021,16.3,23.9,39.1,,,,,,,,,,,,,,,
TU,9/24/2021,19.7,33,64.4,,,,,,,,,,,,,,,
TU,9/25/2021,23.1,36.8,53.7,,,,,,,,,,,,,,,
TU,9/26/2021,25.8,35.3,57.2,,,,,,,,,,,,,,,
TU,9/27/2021,18.2,25.4,37.8,,,,,,,,,,,,,,,
TU,9/28/2021,19.5,26.7,46.1,,,,,,,,,,,,,,,
TU,9/29/2021,19.5,26.4,45.5,,,,,,,,,,,,,,,
TU,9/30/2021,22.6,30.5,48.2,,,,,,,,,,,,,,,
TU,10/1/2021,22.4,35.9,71.3,,,,,,,,,,,,,,,
TU,10/2/2021,16.4,28.7,65.6,,,,,,,,,,,,,,,
TU,10/3/2021,16.8,28.8,56.2,,,,,,,,,,,,,,,
TU,10/4/2021,21.3,38.9,80.6,,,,,,,,,,,,,,,
TU,10/5/2021,21.8,33.7,60,,,,,,,,,,,,,,,
TU,10/6/2021,20.1,35,77,,,,,,,,,,,,,,,
TU,10/7/2021,19.2,36.3,90.4,,,,,,,,,,,,,,,
TU,10/8/2021,27.3,46.4,86,,,,,,,,,,,,,,,
TU,10/9/2021,33.4,55.8,95.5,,,,,,,,,,,,,,,
TU,10/10/2021,37.1,63.9,115.5,,,,,,,,,,,,,,,
TU,10/11/2021,37.5,65,108.3,,,,,,,,,,,,,,,
TU,10/12/2021,34.1,61,109.5,,,,,,,,,,,,,,,
TU,10/13/2021,28.1,50.4,94.3,,,,,,,,,,,,,,,
TU,10/14/2021,24.4,42.8,80.7,,,,,,,,,,,,,,,
TU,10/15/2021,21.8,40.3,77.8,,,,,,,,,,,,,,,
TU,10/16/2021,17.6,32.7,65.5,,,,,,,,,,,,,,,
TU,10/17/2021,11.8,23.9,49.6,,,,,,,,,,,,,,,
TU,10/18/2021,16.2,23.2,29.8,,,,,,,,,,,,,,,
TU,10/19/2021,8.2,12.1,18.5,,,,,,,,,,,,,,,
TU,10/21/2021,12.8,25,60.1,,,,,,,,,,,,,,,
TU,10/22/2021,25.1,45.5,82.3,,,,,,,,,,,,,,,
TU,10/23/2021,41.3,61.8,98.9,,,,,,,,,,,,,,,
TU,10/24/2021,51.3,79.1,139.9,,,,,,,,,,,,,,,
TU,10/26/2021,40.9,68.7,142.3,,,,,,,,,,,,,,,
TU,10/27/2021,34.3,58.3,105.8,,,,,,,,,,,,,,,
TU,10/28/2021,39.2,66.6,121.7,,,,,,,,,,,,,,,
TU,10/31/2021,38.8,67.9,133.6,,,,,,,,,,,,,,,
TU,11/1/2021,47.1,77.5,146.7,,,,,,,,,,,,,,,
TU,11/2/2021,50.2,81,141.1,,,,,,,,,,,,,,,
TU,11/3/2021,46.2,75.4,135.8,,,,,,,,,,,,,,,
TU,11/4/2021,47,73.7,126.1,,,,,,,,,,,,,,,
TU,11/5/2021,44.5,69.2,108.5,,,,,,,,,,,,,,,
TU,11/6/2021,39,60.3,97.6,,,,,,,,,,,,,,,
TU,11/7/2021,37.2,61,115.3,,,,,,,,,,,,,,,
TU,11/8/2021,35.2,60.6,123.3,,,,,,,,,,,,,,,
TU,11/9/2021,37.1,72.1,156.9,,,,,,,,,,,,,,,
TU,11/10/2021,34.6,67.1,147.8,,,,,,,,,,,,,,,
