station,date,PM 2.5,PM 10,TSP,,,,,,,,,,,,,,,
Bhimdatta,1/1/2021,108.76,153.01,218.05,,,,,,,,,,,,,,,
Bhimdatta,1/2/2021,86.04,141.10,196.07,,,,,,,,,,,,,,,
Bhimdatta,1/3/2021,143.80,202.20,231.40,,,,,,,,,,,,,,,
Bhimdatta,1/4/2021,143.80,202.20,231.40,,,,,,,,,,,,,,,
Bhimdatta,1/5/2021,97.80,142.74,196.39,,,,,,,,,,,,,,,
Bhimdatta,1/6/2021,29.11,51.35,137.47,,,,,,,,,,,,,,,
Bhimdatta,1/7/2021,44.78,64.39,109.72,,,,,,,,,,,,,,,
Bhimdatta,1/8/2021,63.68,75.42,103.35,,,,,,,,,,,,,,,
Bhimdatta,1/9/2021,78.96,96.26,130.15,,,,,,,,,,,,,,,
Bhimdatta,1/10/2021,83.71,101.61,138.94,,,,,,,,,,,,,,,
Bhimdatta,1/11/2021,63.60,73.41,87.49,,,,,,,,,,,,,,,
Bhimdatta,1/12/2021,67.78,80.13,99.92,,,,,,,,,,,,,,,
Bhimdatta,1/13/2021,70.76,86.90,113.53,,,,,,,,,,,,,,,
Bhimdatta,1/14/2021,83.09,97.82,118.85,,,,,,,,,,,,,,,
Bhimdatta,1/15/2021,92.67,112.99,142.05,,,,,,,,,,,,,,,
Bhimdatta,1/16/2021,77.82,92.42,114.16,,,,,,,,,,,,,,,
Bhimdatta,1/17/2021,131.93,154.62,185.50,,,,,,,,,,,,,,,
Bhimdatta,1/18/2021,71.77,103.05,153.97,,,,,,,,,,,,,,,
Bhimdatta,1/19/2021,74.05,104.47,147.89,,,,,,,,,,,,,,,
Bhimdatta,1/20/2021,82.94,99.66,123.50,,,,,,,,,,,,,,,
Bhimdatta,1/21/2021,68.53,75.90,82.28,,,,,,,,,,,,,,,
Bhimdatta,1/22/2021,62.20,78.38,102.41,,,,,,,,,,,,,,,
Bhimdatta,1/24/2021,65.11,72.29,81.74,,,,,,,,,,,,,,,
Bhimdatta,1/25/2021,64.54,76.03,94.63,,,,,,,,,,,,,,,
Bhimdatta,2/8/2021,103.10,181.46,352.82,,,,,,,,,,,,,,,
Bhimdatta,2/9/2021,107.20,180.79,348.78,,,,,,,,,,,,,,,
Bhimdatta,2/10/2021,121.32,211.58,346.93,,,,,,,,,,,,,,,
Bhimdatta,2/11/2021,133.89,228.91,391.57,,,,,,,,,,,,,,,
Bhimdatta,2/12/2021,135.41,192.17,289.11,,,,,,,,,,,,,,,
Bhimdatta,2/13/2021,142.10,211.53,321.94,,,,,,,,,,,,,,,
Bhimdatta,2/14/2021,137.42,219.04,396.58,,,,,,,,,,,,,,,
Bhimdatta,2/15/2021,110.21,215.92,371.01,,,,,,,,,,,,,,,
Bhimdatta,2/16/2021,88.79,198.97,386.91,,,,,,,,,,,,,,,
Bhimdatta,2/17/2021,99.62,179.84,324.06,,,,,,,,,,,,,,,
Bhimdatta,2/18/2021,92.50,196.52,386.88,,,,,,,,,,,,,,,
Bhimdatta,2/19/2021,105.23,199.79,390.99,,,,,,,,,,,,,,,
Bhimdatta,2/20/2021,113.90,219.89,372.29,,,,,,,,,,,,,,,
Bhimdatta,2/21/2021,104.43,171.97,319.32,,,,,,,,,,,,,,,
Bhimdatta,2/22/2021,111.13,147.15,230.30,,,,,,,,,,,,,,,
Bhimdatta,2/23/2021,119.00,162.03,270.86,,,,,,,,,,,,,,,
Bhimdatta,2/24/2021,108.72,148.62,246.55,,,,,,,,,,,,,,,
Bhimdatta,2/25/2021,67.00,134.79,390.53,,,,,,,,,,,,,,,
Bhimdatta,2/26/2021,61.06,105.69,256.33,,,,,,,,,,,,,,,
Bhimdatta,2/27/2021,43.13,72.86,200.75,,,,,,,,,,,,,,,
Bhimdatta,2/28/2021,49.66,155.57,488.66,,,,,,,,,,,,,,,
Bhimdatta,3/1/2021,51.49,139.09,428.79,,,,,,,,,,,,,,,
Bhimdatta,3/2/2021,81.04,113.53,226.56,,,,,,,,,,,,,,,
Bhimdatta,3/3/2021,79.56,109.50,229.11,,,,,,,,,,,,,,,
Bhimdatta,3/4/2021,71.39,107.64,225.73,,,,,,,,,,,,,,,
Bhimdatta,3/5/2021,53.20,128.09,364.42,,,,,,,,,,,,,,,
Bhimdatta,3/6/2021,60.75,99.70,213.27,,,,,,,,,,,,,,,
Bhimdatta,3/7/2021,66.01,123.41,326.08,,,,,,,,,,,,,,,
Bhimdatta,3/8/2021,50.81,91.39,230.35,,,,,,,,,,,,,,,
Bhimdatta,3/9/2021,45.62,110.72,278.08,,,,,,,,,,,,,,,
Bhimdatta,3/10/2021,48.67,118.90,359.21,,,,,,,,,,,,,,,
Bhimdatta,3/11/2021,34.87,106.21,291.14,,,,,,,,,,,,,,,
Bhimdatta,3/12/2021,54.91,130.74,342.02,,,,,,,,,,,,,,,
Bhimdatta,3/13/2021,47.21,105.28,270.53,,,,,,,,,,,,,,,
Bhimdatta,3/14/2021,35.09,103.42,367.89,,,,,,,,,,,,,,,
Bhimdatta,3/15/2021,37.53,112.96,332.82,,,,,,,,,,,,,,,
Bhimdatta,3/16/2021,41.55,124.22,345.97,,,,,,,,,,,,,,,
Bhimdatta,3/17/2021,49.06,136.05,360.39,,,,,,,,,,,,,,,
Bhimdatta,3/18/2021,46.01,140.65,337.00,,,,,,,,,,,,,,,
Bhimdatta,3/19/2021,49.03,160.75,405.99,,,,,,,,,,,,,,,
Bhimdatta,3/20/2021,40.32,105.36,256.84,,,,,,,,,,,,,,,
Bhimdatta,3/27/2021,53.66,118.85,263.71,,,,,,,,,,,,,,,
Bhimdatta,3/28/2021,57.57,122.06,241.45,,,,,,,,,,,,,,,
Bhimdatta,3/29/2021,50.20,111.05,233.27,,,,,,,,,,,,,,,
Bhimdatta,10/8/2021,52.62,96.84,226.48,,,,,,,,,,,,,,,
Bhimdatta,10/9/2021,54.26,94.45,189.22,,,,,,,,,,,,,,,
Bhimdatta,10/10/2021,58.34,109.74,252.45,,,,,,,,,,,,,,,
Bhimdatta,10/11/2021,56.57,114.61,261.36,,,,,,,,,,,,,,,
Bhimdatta,10/12/2021,46.75,98.06,226.04,,,,,,,,,,,,,,,
Bhimdatta,10/13/2021,39.23,87.44,225.12,,,,,,,,,,,,,,,
Bhimdatta,10/14/2021,38.13,72.87,151.15,,,,,,,,,,,,,,,
Bhimdatta,10/15/2021,30.88,58.70,116.10,,,,,,,,,,,,,,,
Bhimdatta,10/16/2021,32.14,68.69,154.23,,,,,,,,,,,,,,,
Bhimdatta,10/17/2021,18.95,57.84,166.97,,,,,,,,,,,,,,,
Bhimdatta,10/18/2021,4.41,4.89,5.21,,,,,,,,,,,,,,,
Bhimdatta,10/19/2021,3.05,3.42,3.55,,,,,,,,,,,,,,,
Bhimdatta,10/21/2021,32.79,48.14,93.43,,,,,,,,,,,,,,,
Bhimdatta,10/22/2021,71.78,97.60,164.64,,,,,,,,,,,,,,,
Bhimdatta,10/23/2021,80.08,121.17,212.68,,,,,,,,,,,,,,,
Bhimdatta,10/24/2021,51.24,99.90,279.82,,,,,,,,,,,,,,,
Bhimdatta,10/25/2021,47.72,104.49,329.14,,,,,,,,,,,,,,,
Bhimdatta,10/26/2021,54.29,104.21,268.55,,,,,,,,,,,,,,,
Bhimdatta,10/27/2021,47.93,89.02,231.94,,,,,,,,,,,,,,,
Bhimdatta,10/28/2021,48.68,93.17,247.26,,,,,,,,,,,,,,,
Bhimdatta,10/31/2021,63.83,123.95,294.60,,,,,,,,,,,,,,,
Bhimdatta,11/1/2021,76.19,141.69,283.62,,,,,,,,,,,,,,,
Bhimdatta,11/2/2021,73.08,164.86,370.89,,,,,,,,,,,,,,,
Bhimdatta,11/3/2021,89.83,172.00,379.87,,,,,,,,,,,,,,,
Bhimdatta,11/4/2021,69.54,119.59,221.53,,,,,,,,,,,,,,,
Bhimdatta,11/5/2021,73.43,125.94,223.68,,,,,,,,,,,,,,,
Bhimdatta,11/6/2021,67.46,104.29,170.61,,,,,,,,,,,,,,,
Bhimdatta,11/7/2021,73.57,117.54,202.44,,,,,,,,,,,,,,,
Bhimdatta,11/8/2021,67.94,122.52,270.81,,,,,,,,,,,,,,,
Bhimdatta,11/9/2021,57.76,115.62,238.40,,,,,,,,,,,,,,,
Bhimdatta,11/10/2021,59.87,108.71,220.74,,,,,,,,,,,,,,,
Bhimdatta,11/11/2021,86.65,146.59,282.74,,,,,,,,,,,,,,,
Bhimdatta,11/12/2021,89.44,144.61,265.38,,,,,,,,,,,,,,,
Bhimdatta,11/13/2021,83.53,144.66,260.96,,,,,,,,,,,,,,,
Bhimdatta,11/14/2021,96.47,169.48,331.25,,,,,,,,,,,,,,,
Dhangadi,2/8/2021,119.1,145.9,222.1,,,,,,,,,,,,,,,
Dhangadi,2/9/2021,122.7,143,213,,,,,,,,,,,,,,,
Dhangadi,2/18/2021,115.3,255.7,456.2,,,,,,,,,,,,,,,
Dhangadi,2/19/2021,133.2,278.3,521.8,,,,,,,,,,,,,,,
Dhangadi,2/20/2021,120.4,231,414.1,,,,,,,,,,,,,,,
Dhangadi,2/21/2021,126.1,207.9,331.5,,,,,,,,,,,,,,,
Dhangadi,2/22/2021,139.5,211.6,338.6,,,,,,,,,,,,,,,
Dhangadi,2/23/2021,151.4,226.1,382.7,,,,,,,,,,,,,,,
Dhangadi,2/24/2021,156.8,235.9,565.6,,,,,,,,,,,,,,,
Dhangadi,2/25/2021,134.1,261,,,,,,,,,,,,,,,,
Dhangadi,2/26/2021,128,244.3,518.4,,,,,,,,,,,,,,,
Dhangadi,2/27/2021,85.7,189.2,465.7,,,,,,,,,,,,,,,
Dhangadi,2/28/2021,69.9,219.9,595.9,,,,,,,,,,,,,,,
Dhangadi,3/1/2021,85.7,244.3,710.6,,,,,,,,,,,,,,,
Dhangadi,3/2/2021,118.3,236.5,427,,,,,,,,,,,,,,,
Dhangadi,3/3/2021,120.6,284.3,546.1,,,,,,,,,,,,,,,
Dhangadi,3/4/2021,112.4,254.1,482.1,,,,,,,,,,,,,,,
Dhangadi,3/5/2021,92.7,215.2,506.3,,,,,,,,,,,,,,,
Dhangadi,3/6/2021,103.3,214.8,391.8,,,,,,,,,,,,,,,
Dhangadi,3/7/2021,93.8,214.8,481.3,,,,,,,,,,,,,,,
Dhangadi,3/8/2021,87.1,207,426.3,,,,,,,,,,,,,,,
Dhangadi,3/9/2021,92.4,196.3,375,,,,,,,,,,,,,,,
Dhangadi,3/10/2021,83.8,180.9,407.6,,,,,,,,,,,,,,,
Dhangadi,3/11/2021,69.7,191,378,,,,,,,,,,,,,,,
Dhangadi,3/12/2021,87.3,192.1,408,,,,,,,,,,,,,,,
Dhangadi,3/13/2021,99.7,174.4,305.3,,,,,,,,,,,,,,,
Dhangadi,3/14/2021,105.5,238.9,486.5,,,,,,,,,,,,,,,
Dhangadi,3/15/2021,97.2,201,395.8,,,,,,,,,,,,,,,
Dhangadi,3/16/2021,128,317.7,575.8,,,,,,,,,,,,,,,
Dhangadi,3/17/2021,146.1,328.6,522.1,,,,,,,,,,,,,,,
Dhangadi,3/18/2021,128,292.8,506.7,,,,,,,,,,,,,,,
Dhangadi,3/19/2021,112.9,260.9,521.9,,,,,,,,,,,,,,,
Dhangadi,3/20/2021,119.3,279.5,533,,,,,,,,,,,,,,,
Dhangadi,3/21/2021,129.8,283,500.4,,,,,,,,,,,,,,,
Dhangadi,3/22/2021,103.9,255.6,540,,,,,,,,,,,,,,,
Dhangadi,3/23/2021,61,233.3,686,,,,,,,,,,,,,,,
Dhangadi,3/24/2021,64,231,636,,,,,,,,,,,,,,,
Dhangadi,3/25/2021,84.2,222.5,525.4,,,,,,,,,,,,,,,
Dhangadi,3/26/2021,111.5,244,431.9,,,,,,,,,,,,,,,
Dhangadi,3/27/2021,152,320.9,497.8,,,,,,,,,,,,,,,
Dhangadi,3/28/2021,138,289.4,482,,,,,,,,,,,,,,,
Dhangadi,3/29/2021,99.7,215.1,425.9,,,,,,,,,,,,,,,
Dhangadi,3/30/2021,104.3,233.8,488.7,,,,,,,,,,,,,,,
Dhangadi,3/31/2021,79.9,294.5,668.3,,,,,,,,,,,,,,,
Dhangadi,4/1/2021,83.9,,614.5,,,,,,,,,,,,,,,
Dhangadi,4/2/2021,104.5,,572.2,,,,,,,,,,,,,,,
Dhangadi,4/3/2021,136.2,,574.4,,,,,,,,,,,,,,,
Dhangadi,4/4/2021,177.1,,705.6,,,,,,,,,,,,,,,
Dhangadi,4/5/2021,180.6,,771.5,,,,,,,,,,,,,,,
Dhangadi,4/6/2021,163.3,,810.4,,,,,,,,,,,,,,,
Dhangadi,4/7/2021,146.9,,743.7,,,,,,,,,,,,,,,
Dhangadi,4/8/2021,111.2,,721.5,,,,,,,,,,,,,,,
Dhangadi,4/9/2021,103.2,,608.4,,,,,,,,,,,,,,,
Dhangadi,4/10/2021,148.1,,825.8,,,,,,,,,,,,,,,
Dhangadi,4/11/2021,178.2,462.3,882.1,,,,,,,,,,,,,,,
Dhangadi,4/12/2021,167.5,380.1,736.7,,,,,,,,,,,,,,,
Dhangadi,4/13/2021,115,344,819.9,,,,,,,,,,,,,,,
Dhangadi,4/14/2021,131.5,314.5,630.3,,,,,,,,,,,,,,,
Dhangadi,4/15/2021,110.8,304,753.4,,,,,,,,,,,,,,,
Dhangadi,4/16/2021,126.1,364.5,893.7,,,,,,,,,,,,,,,
Dhangadi,4/17/2021,69.4,312.8,952.3,,,,,,,,,,,,,,,
Dhangadi,4/18/2021,44.7,153,485.7,,,,,,,,,,,,,,,
Dhangadi,4/19/2021,53.3,266.1,689.4,,,,,,,,,,,,,,,
Dhangadi,4/20/2021,91,345.6,713.4,,,,,,,,,,,,,,,
Dhangadi,4/21/2021,71,398.6,,,,,,,,,,,,,,,,
Dhangadi,4/22/2021,36.2,118.1,288.6,,,,,,,,,,,,,,,
Dhangadi,4/23/2021,51.2,217.2,642.3,,,,,,,,,,,,,,,
Dhangadi,4/24/2021,42.3,158.4,475.9,,,,,,,,,,,,,,,
Dhangadi,4/25/2021,82,277.8,548.8,,,,,,,,,,,,,,,
Dhangadi,4/26/2021,97.3,318.3,630.7,,,,,,,,,,,,,,,
Dhangadi,4/27/2021,133.4,423.6,750,,,,,,,,,,,,,,,
Dhangadi,4/28/2021,150,343.9,792.6,,,,,,,,,,,,,,,
Dhangadi,4/29/2021,86.1,265.4,640,,,,,,,,,,,,,,,
Dhangadi,4/30/2021,71.6,217.8,503.2,,,,,,,,,,,,,,,
Dhangadi,5/1/2021,50.6,152.5,369.8,,,,,,,,,,,,,,,
Dhangadi,5/2/2021,64.6,194.3,512.3,,,,,,,,,,,,,,,
Dhangadi,5/3/2021,51.3,140.3,402.6,,,,,,,,,,,,,,,
Dhangadi,5/4/2021,59.1,183.1,446.6,,,,,,,,,,,,,,,
Dhangadi,5/5/2021,29.8,63.1,156.9,,,,,,,,,,,,,,,
Dhangadi,5/6/2021,45.7,167.3,383.2,,,,,,,,,,,,,,,
Dhangadi,5/7/2021,23.1,50.1,122.4,,,,,,,,,,,,,,,
Dhangadi,5/8/2021,34.9,75.7,184.7,,,,,,,,,,,,,,,
Dhangadi,5/9/2021,41.1,112,292,,,,,,,,,,,,,,,
Dhangadi,5/10/2021,32.1,82.1,185.6,,,,,,,,,,,,,,,
Dhangadi,5/11/2021,50.1,102.9,311.8,,,,,,,,,,,,,,,
Dhangadi,5/12/2021,30.4,56.5,171,,,,,,,,,,,,,,,
Dhangadi,5/13/2021,35.1,50.4,119.3,,,,,,,,,,,,,,,
Dhangadi,5/14/2021,53,86,191.8,,,,,,,,,,,,,,,
Dhangadi,5/15/2021,67.7,118.2,296.4,,,,,,,,,,,,,,,
Dhangadi,5/16/2021,85.7,187.9,355.4,,,,,,,,,,,,,,,
Dhangadi,5/17/2021,69.5,145.1,257.5,,,,,,,,,,,,,,,
Dhangadi,5/18/2021,48.9,99.9,246.8,,,,,,,,,,,,,,,
Dhangadi,5/19/2021,39.7,54.5,79.9,,,,,,,,,,,,,,,
Dhangadi,5/20/2021,9.1,12.1,33.1,,,,,,,,,,,,,,,
Dhangadi,5/21/2021,9.6,13.6,27.3,,,,,,,,,,,,,,,
Dhangadi,5/22/2021,20.3,36.3,80,,,,,,,,,,,,,,,
Dhangadi,5/23/2021,38,83.1,182,,,,,,,,,,,,,,,
Dhangadi,5/24/2021,66,133.2,275.7,,,,,,,,,,,,,,,
Dhangadi,5/25/2021,50.2,139.8,292.6,,,,,,,,,,,,,,,
Dhangadi,5/26/2021,24.9,62.7,150.5,,,,,,,,,,,,,,,
Dhangadi,5/27/2021,25.2,80.4,312.7,,,,,,,,,,,,,,,
Dhangadi,5/28/2021,17.3,23,27.2,,,,,,,,,,,,,,,
Dhangadi,5/29/2021,14.5,19.4,25.1,,,,,,,,,,,,,,,
Dhangadi,5/30/2021,28.1,55.4,118.8,,,,,,,,,,,,,,,
Dhangadi,5/31/2021,28.7,56.4,128.8,,,,,,,,,,,,,,,
Dhangadi,6/1/2021,23.6,39.2,74,,,,,,,,,,,,,,,
Dhangadi,6/2/2021,30.4,67.1,125.3,,,,,,,,,,,,,,,
Dhangadi,6/3/2021,35.3,86.5,193.2,,,,,,,,,,,,,,,
Dhangadi,6/4/2021,40.8,94.3,189.9,,,,,,,,,,,,,,,
Dhangadi,6/5/2021,47.2,123.9,274.5,,,,,,,,,,,,,,,
Dhangadi,6/6/2021,51.3,115.5,228.9,,,,,,,,,,,,,,,
Dhangadi,6/7/2021,49.8,123.8,276.8,,,,,,,,,,,,,,,
Dhangadi,6/8/2021,42.3,110,240.4,,,,,,,,,,,,,,,
Dhangadi,6/9/2021,39.9,106,401.7,,,,,,,,,,,,,,,
Dhangadi,6/10/2021,24.8,34.4,54.1,,,,,,,,,,,,,,,
Dhangadi,6/11/2021,28.1,42.7,72.1,,,,,,,,,,,,,,,
Dhangadi,6/12/2021,21.5,35.2,65.1,,,,,,,,,,,,,,,
Dhangadi,6/13/2021,15.1,24.1,48.3,,,,,,,,,,,,,,,
Dhangadi,6/14/2021,6,8.1,9.7,,,,,,,,,,,,,,,
Dhangadi,6/15/2021,6,7.6,13.7,,,,,,,,,,,,,,,
Dhangadi,6/16/2021,12.7,22.2,76.2,,,,,,,,,,,,,,,
Dhangadi,6/17/2021,20.5,26.3,45.2,,,,,,,,,,,,,,,
Dhangadi,6/18/2021,55.1,59.5,65,,,,,,,,,,,,,,,
Dhangadi,6/19/2021,44.1,50.4,63.4,,,,,,,,,,,,,,,
Dhangadi,6/20/2021,18.7,23.8,39.5,,,,,,,,,,,,,,,
Dhangadi,6/21/2021,51.4,64.4,109,,,,,,,,,,,,,,,
Dhangadi,10/7/2021,18.1,30,51.1,,,,,,,,,,,,,,,
Dhangadi,10/8/2021,34.1,50.8,82.4,,,,,,,,,,,,,,,
Dhangadi,10/9/2021,31.5,56.1,95.6,,,,,,,,,,,,,,,
Dhangadi,10/10/2021,29.5,49.1,78.5,,,,,,,,,,,,,,,
Dhangadi,10/11/2021,29.5,46.7,76.5,,,,,,,,,,,,,,,
Dhangadi,10/12/2021,25.6,41.1,68.8,,,,,,,,,,,,,,,
Dhangadi,10/13/2021,18.5,29.9,44.6,,,,,,,,,,,,,,,
Dhangadi,10/14/2021,21.7,33.4,49.3,,,,,,,,,,,,,,,
Dhangadi,10/15/2021,19.7,28.8,38.5,,,,,,,,,,,,,,,
Dhangadi,10/16/2021,17.3,26.6,40.4,,,,,,,,,,,,,,,
Dhangadi,10/17/2021,10,20.8,37.7,,,,,,,,,,,,,,,
Dhangadi,10/20/2021,20.5,22.2,24,,,,,,,,,,,,,,,
Dhangadi,10/21/2021,35.4,37.6,41.2,,,,,,,,,,,,,,,
Dhangadi,10/22/2021,67.3,72.3,83.4,,,,,,,,,,,,,,,
Dhangadi,10/23/2021,60.3,68.8,80.7,,,,,,,,,,,,,,,
Dhangadi,10/24/2021,35.6,52.2,79.7,,,,,,,,,,,,,,,
Dhangadi,10/25/2021,27.3,37.6,61,,,,,,,,,,,,,,,
Dhangadi,10/26/2021,37.4,45.9,60.9,,,,,,,,,,,,,,,
Dhangadi,10/27/2021,37.2,47.1,66.5,,,,,,,,,,,,,,,
Dhangadi,10/28/2021,26.9,34.2,45.9,,,,,,,,,,,,,,,
Dhangadi,10/29/2021,29.6,50.5,73.8,,,,,,,,,,,,,,,
Dhangadi,10/30/2021,34.1,58.4,94.9,,,,,,,,,,,,,,,
Dhangadi,10/31/2021,31.5,54,91.5,,,,,,,,,,,,,,,
Dhangadi,11/1/2021,41.6,51.7,66.2,,,,,,,,,,,,,,,
Dhangadi,11/2/2021,53.6,70.2,98.2,,,,,,,,,,,,,,,
Dhangadi,11/3/2021,42.3,51.2,67.7,,,,,,,,,,,,,,,
Dhangadi,11/4/2021,42,50.6,61,,,,,,,,,,,,,,,
Dhangadi,11/5/2021,44.1,51.6,67.6,,,,,,,,,,,,,,,
Dhangadi,11/6/2021,42.5,48.1,59.1,,,,,,,,,,,,,,,
Dhangadi,11/7/2021,40,46.8,57.9,,,,,,,,,,,,,,,
Dhangadi,11/8/2021,45.5,54.9,62.7,,,,,,,,,,,,,,,
Dhangadi,11/9/2021,45.8,60.8,76,,,,,,,,,,,,,,,
Dhangadi,11/10/2021,47.9,66.1,102.8,,,,,,,,,,,,,,,
Dhangadi,11/11/2021,42.9,58.2,83.4,,,,,,,,,,,,,,,
Dhangadi,11/12/2021,49.4,63.2,77.7,,,,,,,,,,,,,,,
Dhangadi,11/13/2021,54.1,69.2,91.8,,,,,,,,,,,,,,,
Dhangadi,11/14/2021,53.8,62.6,78.4,,,,,,,,,,,,,,,
Dhangadi,11/15/2021,61,69.1,89.9,,,,,,,,,,,,,,,
Dhangadi,11/16/2021,56.5,63.3,78.6,,,,,,,,,,,,,,,
Dhangadi,11/17/2021,46.4,56.8,82.9,,,,,,,,,,,,,,,
Dhangadi,11/18/2021,44.6,53.9,84.3,,,,,,,,,,,,,,,
Dhangadi,11/19/2021,39.9,48.5,66.4,,,,,,,,,,,,,,,
Dhangadi,11/20/2021,38.2,41.2,49.5,,,,,,,,,,,,,,,
Dhangadi,11/21/2021,43.3,50.6,62.4,,,,,,,,,,,,,,,
Dhangadi,11/22/2021,52.9,58.8,80.5,,,,,,,,,,,,,,,
Dhangadi,11/23/2021,62.4,70.1,90.4,,,,,,,,,,,,,,,
Dhangadi,11/24/2021,66.1,72.6,87.6,,,,,,,,,,,,,,,
Dhangadi,11/25/2021,70.5,76.5,88.8,,,,,,,,,,,,,,,
Dhangadi,11/26/2021,67.2,74.8,88.8,,,,,,,,,,,,,,,
Dhangadi,11/27/2021,63.1,68.8,81.3,,,,,,,,,,,,,,,
Dhangadi,11/28/2021,57.9,65,80.5,,,,,,,,,,,,,,,
Dhangadi,11/29/2021,46.5,55,66.4,,,,,,,,,,,,,,,
Dhangadi,11/30/2021,35.6,44.2,55,,,,,,,,,,,,,,,
Dhangadi,12/1/2021,32.5,39.6,48.9,,,,,,,,,,,,,,,
Dhangadi,12/2/2021,31.1,35.5,40.1,,,,,,,,,,,,,,,
Dhangadi,12/3/2021,45,48.4,53,,,,,,,,,,,,,,,
Dhangadi,12/4/2021,26.2,32.6,41,,,,,,,,,,,,,,,
Dhangadi,12/5/2021,30,40.3,64.1,,,,,,,,,,,,,,,
Dhangadi,12/6/2021,31.4,37.1,47.3,,,,,,,,,,,,,,,
Dhangadi,12/7/2021,27.7,34.3,41.7,,,,,,,,,,,,,,,
Dhangadi,12/8/2021,25.2,37.1,59,,,,,,,,,,,,,,,
Dhangadi,12/9/2021,38.2,46.3,64.2,,,,,,,,,,,,,,,
Dhangadi,12/10/2021,53.5,60,72.9,,,,,,,,,,,,,,,
Dhangadi,12/11/2021,59.1,65.8,75.6,,,,,,,,,,,,,,,
Dhangadi,12/12/2021,63.5,71.2,83.5,,,,,,,,,,,,,,,
Dhangadi,12/13/2021,57.7,67.1,101.6,,,,,,,,,,,,,,,
Dhangadi,12/14/2021,48.6,56.6,67.8,,,,,,,,,,,,,,,
Dhangadi,12/15/2021,40.7,48.7,69.2,,,,,,,,,,,,,,,
Dhangadi,12/16/2021,38.1,44.5,53.1,,,,,,,,,,,,,,,
Dhangadi,12/17/2021,40.3,45.8,59.8,,,,,,,,,,,,,,,
Dhangadi,12/18/2021,63.2,66.4,76.8,,,,,,,,,,,,,,,
Dhangadi,12/19/2021,81.8,83.2,86.3,,,,,,,,,,,,,,,
Dhangadi,12/20/2021,68.2,72.3,82.3,,,,,,,,,,,,,,,
Dhangadi,12/21/2021,65.6,75,89.9,,,,,,,,,,,,,,,
Dhangadi,12/22/2021,49,54.8,62,,,,,,,,,,,,,,,
Dhangadi,12/23/2021,45,49.8,59.1,,,,,,,,,,,,,,,
Dhangadi,12/24/2021,41,46.1,56.2,,,,,,,,,,,,,,,
Dhangadi,12/25/2021,40.8,42.9,47.3,,,,,,,,,,,,,,,
Dhangadi,12/26/2021,43.7,46.3,53,,,,,,,,,,,,,,,
Dhangadi,12/27/2021,36.6,40.2,47.7,,,,,,,,,,,,,,,
Dhangadi,12/28/2021,51.2,52.9,58.5,,,,,,,,,,,,,,,
Dhangadi,12/29/2021,22.1,22.2,23,,,,,,,,,,,,,,,
Dhangadi,12/30/2021,33.3,34.4,35.5,,,,,,,,,,,,,,,
Dhangadi,12/31/2021,49.2,49.8,51.4,,,,,,,,,,,,,,,
Rara,2/1/2021,49.3,64.3,99.4,,,,,,,,,,,,,,,
Rara,2/2/2021,33.1,42.9,68.7,,,,,,,,,,,,,,,
Rara,2/3/2021,28.8,40.8,70.9,,,,,,,,,,,,,,,
Rara,2/4/2021,18,27.8,50.2,,,,,,,,,,,,,,,
Rara,2/5/2021,10.9,13,29.3,,,,,,,,,,,,,,,
Rara,2/6/2021,10,10.9,13.1,,,,,,,,,,,,,,,
Rara,2/7/2021,4.8,7.2,17.1,,,,,,,,,,,,,,,
Rara,2/8/2021,3.4,5.4,13.9,,,,,,,,,,,,,,,
Rara,2/9/2021,6.4,9.1,18.2,,,,,,,,,,,,,,,
Rara,2/10/2021,11.5,20.6,45.8,,,,,,,,,,,,,,,
Rara,2/11/2021,12.8,19.2,33.7,,,,,,,,,,,,,,,
Rara,2/12/2021,23.4,31.1,48.6,,,,,,,,,,,,,,,
Rara,2/13/2021,32.3,40.2,59.6,,,,,,,,,,,,,,,
Rara,2/14/2021,38.7,48.3,72.8,,,,,,,,,,,,,,,
Rara,2/15/2021,17.4,21,35.7,,,,,,,,,,,,,,,
Rara,2/16/2021,9.4,11.9,18,,,,,,,,,,,,,,,
Rara,2/17/2021,10.9,15.3,42.6,,,,,,,,,,,,,,,
Rara,2/18/2021,15.7,22.2,44.8,,,,,,,,,,,,,,,
Rara,2/19/2021,18.4,25,39.9,,,,,,,,,,,,,,,
Rara,2/20/2021,25.2,34.3,56.2,,,,,,,,,,,,,,,
Rara,2/21/2021,24.3,34,55.7,,,,,,,,,,,,,,,
Rara,2/22/2021,30.1,40,58.9,,,,,,,,,,,,,,,
Rara,2/23/2021,32.4,43.4,67.3,,,,,,,,,,,,,,,
Rara,2/24/2021,18.1,26.8,46.4,,,,,,,,,,,,,,,
Rara,2/25/2021,22.9,33.6,65.2,,,,,,,,,,,,,,,
Rara,2/26/2021,27.9,41,82.5,,,,,,,,,,,,,,,
Rara,2/27/2021,32.5,51.4,89.5,,,,,,,,,,,,,,,
Rara,2/28/2021,23.2,39,66.5,,,,,,,,,,,,,,,
Rara,3/1/2021,20.8,39.8,39.8,,,,,,,,,,,,,,,
Rara,3/2/2021,42.3,58.4,58.4,,,,,,,,,,,,,,,
Rara,3/3/2021,62.5,80.2,80.2,,,,,,,,,,,,,,,
Rara,3/4/2021,55.3,72.5,72.5,,,,,,,,,,,,,,,
